Gender,Home Location,Level of Education,Age(Years),Number of Subjects,Device type used to attend classes,Economic status,Family size,Internet facility,Are you involved in any sports?,Do elderly people monitor you?,Study time (Hours),Sleep time (Hours),Time spent on social media (Hours),Interested in Gaming?,Have separate room for studying?,Engaged in group studies?,Average marks scored before pandemic in traditional classroom,Online mode interaction,Clearing doubts with faculties in online mode,Interested in?,Performance in online,Satifaction level in O.E,min_average,max_average,Performance in classroom
Male,Urban,Under Graduate,21,8,Mobile,Middle Class,10,good,No,Yes,2,8,1,Yes,Yes,yes,61-70,fair,fair,Theory,50.0,Good,61,70,65.5
Male,Rural,Under Graduate,21,7,Mobile,Middle Class,6,bad,No,No,2,6,1,No,No,No,61-70,good,fair,Theory,80.0,Good,61,70,65.5
Male,Rural,Under Graduate,18,5,Mobile,Middle Class,4,fair,No,No,1,7,2,No,No,No,51-60,fair,good,Theory,70.0,Average,51,60,55.5
Male,Urban,Under Graduate,20,7,Mobile,Middle Class,4,bad,Yes,Yes,5,8,2,No,No,No,61-70,good,good,Theory,100.0,Good,61,70,65.5
Male,Rural,Under Graduate,20,13,Mobile,Middle Class,3,bad,No,No,4,7,5,Yes,No,No,61-70,fair,fair,Theory,50.0,Bad,61,70,65.5
Male,Urban,Under Graduate,19,13,Laptop,Middle Class,4,fair,No,No,2,7,3,Yes,Yes,No,61-70,very_good,fair,Practical,70.0,Good,61,70,65.5
Male,Urban,Post Graduate,18,12,Mobile,Middle Class,10,very_good,No,No,4,8,2,Yes,Yes,No,51-60,very_good,very_good,Theory,100.0,Good,51,60,55.5
Male,Rural,Under Graduate,20,7,Mobile,Middle Class,4,good,No,No,5,7,3,Yes,Yes,No,81-90,good,fair,Theory,70.0,Good,81,90,85.5
Male,Urban,Under Graduate,18,6,Mobile,Poor,4,bad,No,No,4,6,2,No,No,No,71-80,bad,bad,Practical,40.0,Bad,71,80,75.5
Male,Urban,Under Graduate,19,7,Laptop,Middle Class,6,very_good,Yes,Yes,4,7,10,No,No,yes,81-90,very_good,bad,Practical,70.0,Bad,81,90,85.5
Male,Urban,Under Graduate,18,6,Laptop,Middle Class,4,very_good,Yes,No,3,7,2,Yes,Yes,No,71-80,fair,bad,Practical,70.0,Bad,71,80,75.5
Male,Rural,School,20,7,Mobile,Middle Class,4,fair,No,No,4,7,2,Yes,No,yes,71-80,good,good,Theory,90.0,Good,71,80,75.5
Female,Urban,Under Graduate,19,7,Laptop,Middle Class,4,fair,No,No,8,7,2,Yes,No,No,71-80,good,good,Practical,60.0,Average,71,80,75.5
Male,Urban,Under Graduate,17,5,Laptop,Middle Class,3,good,Yes,No,2,7,3,No,Yes,No,71-80,very_bad,fair,Theory,30.0,Bad,71,80,75.5
Male,Rural,Under Graduate,17,12,Laptop,Middle Class,3,good,Yes,Yes,3,8,1,No,Yes,yes,61-70,good,good,Practical,60.0,Average,61,70,65.5
Male,Rural,Under Graduate,19,6,Mobile,Middle Class,4,bad,Yes,No,2,7,1,Yes,Yes,No,51-60,very_bad,very_bad,Theory,40.0,Average,51,60,55.5
Male,Rural,Under Graduate,19,7,Mobile,Middle Class,5,good,Yes,Yes,2,7,2,Yes,Yes,No,61-70,bad,bad,Theory,50.0,Average,61,70,65.5
Male,Rural,Under Graduate,19,7,Mobile,Middle Class,6,good,No,No,1,8,1,Yes,Yes,No,71-80,good,fair,Theory,80.0,Good,71,80,75.5
Male,Rural,Under Graduate,18,7,Mobile,Middle Class,4,bad,No,No,5,7,3,No,No,No,81-90,fair,fair,Practical,70.0,Average,81,90,85.5
Male,Rural,Under Graduate,22,7,Mobile,Middle Class,8,fair,No,No,3,8,3,Yes,Yes,No,71-80,fair,good,Both,70.0,Good,71,80,75.5
Female,Urban,Under Graduate,19,6,Mobile,Middle Class,3,fair,No,No,6,7,2,No,No,yes,61-70,fair,good,Theory,70.0,Average,61,70,65.5
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,5,good,Yes,Yes,3,6,1,Yes,Yes,yes,71-80,fair,bad,Both,80.0,Bad,71,80,75.5
Male,Rural,Under Graduate,20,6,Laptop,Middle Class,4,good,Yes,Yes,3,8,3,Yes,No,yes,71-80,fair,fair,Theory,60.0,Average,71,80,75.5
Female,Urban,Post Graduate,20,7,Laptop,Middle Class,4,fair,No,Yes,5,7,3,Yes,No,No,71-80,fair,good,Both,80.0,Average,71,80,75.5
Male,Rural,School,18,7,Laptop,Poor,4,bad,No,No,7,7,3,No,No,No,61-70,fair,fair,Theory,70.0,Good,61,70,65.5
Male,Rural,Under Graduate,19,6,Laptop,Middle Class,4,fair,No,Yes,2,7,2,Yes,No,No,71-80,very_bad,bad,Theory,80.0,Good,71,80,75.5
Male,Urban,Post Graduate,20,8,Laptop,Middle Class,4,very_good,Yes,No,5,2,2,Yes,No,yes,61-70,fair,very_good,Practical,80.0,Good,61,70,65.5
Female,Rural,Post Graduate,19,20,Laptop,Middle Class,4,good,No,No,2,8,1,No,No,No,81-90,fair,bad,Theory,50.0,Average,81,90,85.5
Male,Urban,Under Graduate,18,7,Laptop,Middle Class,4,fair,No,No,3,8,5,No,Yes,No,71-80,bad,fair,Both,60.0,Good,71,80,75.5
Male,Rural,Under Graduate,20,5,Mobile,Middle Class,10,good,Yes,Yes,4,7,5,Yes,No,yes,61-70,good,good,Practical,80.0,Good,61,70,65.5
Female,Urban,Under Graduate,19,8,Laptop,Middle Class,5,very_good,No,No,4,7,5,No,Yes,No,71-80,fair,fair,Theory,80.0,Average,71,80,75.5
Male,Urban,Under Graduate,20,5,Mobile,Middle Class,5,good,Yes,Yes,6,8,1,Yes,Yes,yes,81-90,fair,fair,Practical,50.0,Average,81,90,85.5
Female,Urban,Under Graduate,18,5,Mobile,Poor,6,fair,No,Yes,6,5,1,Yes,Yes,yes,71-80,fair,very_good,Practical,100.0,Average,71,80,75.5
Male,Urban,Under Graduate,21,8,Laptop,Middle Class,4,very_good,No,No,6,6,2,Yes,Yes,No,71-80,very_good,very_good,Practical,80.0,Average,71,80,75.5
Female,Rural,Under Graduate,19,7,Laptop,Middle Class,4,good,No,Yes,4,7,2,Yes,Yes,No,91-100,fair,good,Practical,80.0,Average,91,100,95.5
Male,Urban,Under Graduate,21,8,Laptop,Middle Class,5,good,No,Yes,6,7,3,Yes,Yes,No,71-80,good,fair,Both,60.0,Average,71,80,75.5
Male,Rural,Under Graduate,20,20,Laptop,Middle Class,4,good,Yes,Yes,6,8,2,Yes,Yes,yes,71-80,good,good,Theory,80.0,Good,71,80,75.5
Female,Rural,Under Graduate,19,7,Mobile,Middle Class,4,fair,Yes,Yes,4,5,2,No,Yes,No,71-80,fair,fair,Theory,70.0,Average,71,80,75.5
Male,Rural,Under Graduate,19,7,Mobile,Middle Class,5,fair,Yes,No,3,7,2,Yes,No,yes,71-80,fair,fair,Theory,60.0,Good,71,80,75.5
Male,Rural,Under Graduate,19,7,Mobile,Middle Class,5,fair,No,Yes,6,1,2,Yes,Yes,yes,71-80,fair,fair,Both,70.0,Average,71,80,75.5
Male,Rural,Post Graduate,20,8,Laptop,Middle Class,5,good,Yes,Yes,3,6,3,No,No,yes,71-80,very_bad,bad,Practical,70.0,Bad,71,80,75.5
Male,Urban,Under Graduate,19,6,Laptop,Middle Class,4,very_good,Yes,Yes,4,6,3,Yes,Yes,No,71-80,fair,fair,Theory,60.0,Average,71,80,75.5
Female,Urban,Under Graduate,18,5,Mobile,Middle Class,4,good,Yes,Yes,4,6,5,No,No,yes,71-80,very_good,very_good,Both,80.0,Average,71,80,75.5
Male,Urban,Under Graduate,20,8,Mobile,Middle Class,5,good,Yes,Yes,2,6,1,No,No,No,71-80,good,fair,Both,80.0,Average,71,80,75.5
Male,Urban,Under Graduate,19,7,Laptop,Middle Class,4,fair,No,Yes,5,6,1,Yes,No,No,81-90,good,good,Both,80.0,Average,81,90,85.5
Male,Rural,Under Graduate,19,5,Mobile,Middle Class,5,bad,No,No,2,8,1,Yes,Yes,No,81-90,bad,very_bad,Practical,70.0,Average,81,90,85.5
Female,Urban,Under Graduate,18,5,Laptop,Middle Class,4,very_bad,No,No,1,10,10,Yes,No,yes,81-90,very_bad,very_bad,Both,60.0,Bad,81,90,85.5
Male,Urban,Under Graduate,19,7,Laptop,Middle Class,3,fair,No,Yes,4,6,3,Yes,Yes,yes,81-90,fair,fair,Theory,60.0,Average,81,90,85.5
Male,Rural,Under Graduate,18,7,Mobile,Middle Class,4,good,No,No,5,8,2,Yes,No,No,71-80,good,good,Theory,80.0,Average,71,80,75.5
Male,Rural,Under Graduate,20,7,Mobile,Middle Class,4,good,No,Yes,9,8,3,No,No,No,71-80,fair,good,Both,80.0,Average,71,80,75.5
Male,Urban,Under Graduate,19,6,Mobile,Middle Class,3,bad,Yes,No,2,8,4,Yes,No,No,71-80,very_bad,very_bad,Both,50.0,Bad,71,80,75.5
Male,Rural,Under Graduate,19,7,Mobile,Middle Class,4,fair,No,Yes,5,6,4,No,No,No,81-90,fair,fair,Theory,60.0,Average,81,90,85.5
Male,Urban,School,17,7,Desktop,Middle Class,3,good,Yes,Yes,2,6,1,Yes,Yes,yes,51-60,fair,fair,Practical,60.0,Average,51,60,55.5
Male,Rural,Under Graduate,17,8,Desktop,Middle Class,3,good,Yes,Yes,2,6,2,Yes,Yes,yes,51-60,bad,bad,Theory,80.0,Average,51,60,55.5
Female,Urban,Under Graduate,22,5,Laptop,Middle Class,3,fair,No,No,4,8,7,No,Yes,No,71-80,fair,fair,Theory,60.0,Average,71,80,75.5
Female,Rural,Under Graduate,22,6,Mobile,Middle Class,6,fair,Yes,Yes,4,6,3,Yes,Yes,yes,71-80,fair,fair,Practical,60.0,Average,71,80,75.5
Male,Urban,Under Graduate,28,4,Laptop,Middle Class,6,fair,No,Yes,5,6,1,No,No,No,71-80,good,good,Both,80.0,Average,71,80,75.5
Male,Urban,Under Graduate,24,5,Laptop,Middle Class,5,good,Yes,No,2,8,1,Yes,No,No,61-70,fair,fair,Both,60.0,Average,61,70,65.5
Male,Rural,Post Graduate,22,6,Mobile,Middle Class,4,fair,No,No,5,8,3,Yes,Yes,yes,61-70,fair,bad,Both,70.0,Average,61,70,65.5
Male,Rural,Post Graduate,25,5,Mobile,Middle Class,5,very_bad,No,No,4,8,2,Yes,No,No,61-70,fair,fair,Practical,60.0,Bad,61,70,65.5
Male,Urban,Post Graduate,21,20,Laptop,Middle Class,4,very_good,Yes,No,1,8,10,Yes,Yes,No,41-50,very_bad,very_bad,Practical,20.0,Good,41,50,45.5
Male,Urban,Post Graduate,26,9,Laptop,Middle Class,6,good,Yes,Yes,1,5,10,Yes,No,yes,61-70,bad,very_bad,Practical,40.0,Average,61,70,65.5
Male,Urban,Post Graduate,21,20,Laptop,Middle Class,4,good,Yes,No,5,8,1,Yes,Yes,No,91-100,fair,fair,Both,80.0,Average,91,100,95.5
Female,Rural,Under Graduate,18,6,Mobile,Middle Class,4,good,No,Yes,2,6,2,Yes,No,No,71-80,good,good,Both,100.0,Good,71,80,75.5
Male,Urban,Post Graduate,18,12,Laptop,Middle Class,3,good,No,No,6,7,1,Yes,Yes,No,71-80,bad,bad,Practical,70.0,Average,71,80,75.5
Female,Urban,Under Graduate,19,6,Laptop,Middle Class,4,fair,No,No,1,6,3,Yes,No,yes,71-80,fair,very_bad,Theory,70.0,Good,71,80,75.5
Male,Rural,Under Graduate,18,8,Mobile,Poor,3,fair,No,No,4,9,1,Yes,No,No,91-100,good,good,Theory,80.0,Average,91,100,95.5
Male,Rural,Under Graduate,17,5,Mobile,Poor,4,very_bad,No,No,3,5,2,Yes,No,No,51-60,very_bad,very_bad,Practical,20.0,Bad,51,60,55.5
Female,Rural,Under Graduate,18,5,Mobile,Middle Class,6,fair,No,No,4,8,3,Yes,Yes,yes,91-100,fair,very_good,Practical,100.0,Good,91,100,95.5
Male,Rural,Under Graduate,17,5,Mobile,Middle Class,6,good,Yes,Yes,6,7,2,No,Yes,No,91-100,bad,bad,Practical,90.0,Average,91,100,95.5
Female,Urban,Under Graduate,17,5,Mobile,Middle Class,4,very_good,No,Yes,4,8,2,No,No,No,41-50,very_good,very_good,Theory,100.0,Good,41,50,45.5
Male,Urban,School,17,5,Mobile,Middle Class,4,fair,Yes,Yes,4,6,2,Yes,Yes,No,81-90,very_bad,very_bad,Practical,80.0,Bad,81,90,85.5
Female,Urban,Under Graduate,18,5,Mobile,Middle Class,4,very_good,Yes,No,5,8,1,Yes,No,yes,41-50,very_good,very_good,Theory,100.0,Good,41,50,45.5
Female,Urban,Under Graduate,18,8,Mobile,Middle Class,4,very_good,No,Yes,8,8,1,No,Yes,No,81-90,very_good,very_good,Both,100.0,Good,81,90,85.5
Male,Rural,Under Graduate,17,5,Mobile,Middle Class,4,fair,No,No,5,7,1,No,Yes,yes,81-90,fair,good,Practical,80.0,Good,81,90,85.5
Female,Urban,Under Graduate,17,6,Mobile,Middle Class,4,very_good,No,Yes,4,8,2,No,No,No,41-50,very_good,very_good,Theory,100.0,Good,41,50,45.5
Female,Urban,Under Graduate,18,6,Mobile,Middle Class,4,very_good,No,Yes,4,8,2,No,No,No,81-90,fair,fair,Theory,40.0,Average,81,90,85.5
Female,Urban,Under Graduate,17,6,Mobile,Middle Class,4,very_good,No,Yes,5,8,2,No,No,No,41-50,very_good,very_good,Theory,100.0,Good,41,50,45.5
Male,Rural,Under Graduate,18,6,Mobile,Poor,3,fair,Yes,No,8,8,1,No,Yes,No,71-80,fair,good,Both,60.0,Average,71,80,75.5
Female,Rural,Under Graduate,18,8,Mobile,Poor,5,very_bad,No,No,8,8,1,No,No,No,81-90,very_good,good,Theory,100.0,Average,81,90,85.5
Male,Rural,Under Graduate,17,6,Laptop,Middle Class,2,good,No,Yes,2,5,2,Yes,No,yes,41-50,bad,very_bad,Practical,30.0,Average,41,50,45.5
Male,Rural,Under Graduate,17,5,Mobile,Middle Class,4,fair,No,Yes,1,10,10,Yes,No,yes,21-30,very_good,very_bad,Practical,60.0,Average,21,30,25.5
Male,Rural,Under Graduate,18,10,Laptop,Middle Class,4,bad,Yes,No,6,6,1,Yes,No,No,61-70,very_good,fair,Practical,100.0,Good,61,70,65.5
Male,Rural,Under Graduate,18,5,Mobile,Middle Class,3,good,No,Yes,4,7,2,Yes,No,No,71-80,very_good,good,Theory,90.0,Good,71,80,75.5
Male,Urban,Under Graduate,17,5,Mobile,Middle Class,4,fair,No,Yes,3,8,2,Yes,No,No,81-90,bad,bad,Theory,40.0,Average,81,90,85.5
Male,Rural,Under Graduate,17,7,Mobile,Middle Class,4,very_good,No,Yes,4,5,4,Yes,No,No,71-80,very_good,very_good,Theory,70.0,Good,71,80,75.5
Male,Rural,Under Graduate,18,5,Mobile,Poor,6,good,No,No,5,7,1,No,Yes,No,71-80,very_good,very_good,Theory,100.0,Good,71,80,75.5
Male,Rural,Under Graduate,18,7,Mobile,Middle Class,5,good,No,No,6,7,1,Yes,No,No,81-90,good,good,Theory,70.0,Good,81,90,85.5
Male,Rural,Under Graduate,17,7,Mobile,Middle Class,4,good,Yes,Yes,8,8,3,Yes,No,No,91-100,very_bad,bad,Both,20.0,Bad,91,100,95.5
Male,Rural,Under Graduate,18,7,Mobile,Middle Class,4,fair,No,Yes,5,8,2,Yes,No,No,81-90,fair,fair,Both,80.0,Good,81,90,85.5
Female,Rural,Under Graduate,18,8,Mobile,Poor,4,fair,No,Yes,2,8,1,No,No,yes,81-90,fair,fair,Both,60.0,Average,81,90,85.5
Female,Urban,Post Graduate,17,5,Laptop,Middle Class,4,very_good,No,No,3,8,1,No,Yes,yes,71-80,good,good,Theory,70.0,Good,71,80,75.5
Male,Rural,Under Graduate,18,7,Mobile,Poor,5,fair,No,No,5,8,2,Yes,Yes,yes,61-70,good,good,Both,60.0,Average,61,70,65.5
Female,Rural,Under Graduate,19,5,Mobile,Middle Class,4,fair,No,Yes,3,7,3,Yes,Yes,yes,81-90,very_bad,very_bad,Practical,40.0,Average,81,90,85.5
Female,Urban,Under Graduate,17,7,Mobile,Middle Class,4,good,Yes,Yes,5,9,3,Yes,No,No,91-100,fair,fair,Practical,90.0,Average,91,100,95.5
Female,Urban,Under Graduate,18,5,Mobile,Middle Class,4,very_bad,No,Yes,1,7,1,No,No,No,91-100,very_bad,very_bad,Practical,50.0,Bad,91,100,95.5
Female,Urban,Under Graduate,18,5,Mobile,Middle Class,3,bad,No,No,1,6,1,Yes,No,No,81-90,bad,very_bad,Practical,50.0,Bad,81,90,85.5
Female,Rural,Under Graduate,18,5,Mobile,Poor,6,fair,No,No,4,6,1,No,No,No,91-100,very_good,good,Theory,60.0,Good,91,100,95.5
Female,Rural,Under Graduate,17,5,Mobile,Middle Class,5,fair,No,No,1,7,1,Yes,No,No,91-100,bad,bad,Both,40.0,Average,91,100,95.5
Female,Rural,Under Graduate,17,5,Mobile,Middle Class,4,fair,No,No,4,8,2,Yes,No,yes,81-90,fair,good,Practical,70.0,Average,81,90,85.5
Female,Rural,Under Graduate,18,7,Mobile,Poor,5,bad,No,No,2,7,2,No,No,No,91-100,fair,good,Practical,50.0,Average,91,100,95.5
Female,Rural,Under Graduate,18,5,Mobile,Poor,6,very_good,No,No,6,6,1,No,No,No,91-100,fair,fair,Theory,60.0,Good,91,100,95.5
Male,Urban,Under Graduate,17,5,Mobile,Middle Class,6,very_good,Yes,No,4,7,2,Yes,No,yes,41-50,good,good,Practical,100.0,Good,41,50,45.5
Female,Rural,Under Graduate,18,7,Mobile,Poor,5,very_good,No,No,2,7,1,No,No,No,0-10,bad,bad,Theory,50.0,Average,0,10,5.0
Female,Urban,Under Graduate,17,5,Mobile,Middle Class,4,fair,No,Yes,1,6,5,No,No,No,71-80,good,very_bad,Practical,40.0,Average,71,80,75.5
Female,Rural,Under Graduate,18,5,Mobile,Poor,4,very_good,No,No,3,6,2,No,Yes,No,81-90,bad,bad,Theory,50.0,Good,81,90,85.5
Female,Urban,Under Graduate,18,5,Mobile,Poor,6,bad,No,No,6,7,1,No,No,No,91-100,fair,bad,Both,30.0,Average,91,100,95.5
Male,Urban,Under Graduate,18,4,Mobile,Middle Class,4,good,No,Yes,1,8,10,No,Yes,No,51-60,very_bad,very_bad,Practical,40.0,Bad,51,60,55.5
Female,Urban,Under Graduate,18,4,Laptop,Middle Class,6,very_good,No,Yes,10,7,2,No,Yes,No,81-90,fair,fair,Practical,90.0,Average,81,90,85.5
Female,Rural,Under Graduate,19,6,Mobile,Middle Class,6,fair,No,Yes,6,6,4,No,No,No,71-80,bad,fair,Practical,70.0,Average,71,80,75.5
Female,Rural,Under Graduate,17,7,Mobile,Poor,4,good,No,Yes,2,8,3,No,No,No,91-100,bad,bad,Practical,30.0,Bad,91,100,95.5
Male,Rural,Under Graduate,23,5,Laptop,Middle Class,5,good,Yes,Yes,3,7,4,Yes,No,yes,61-70,fair,bad,Practical,50.0,Average,61,70,65.5
Male,Urban,Under Graduate,21,6,Laptop,Middle Class,10,fair,Yes,Yes,4,6,3,Yes,No,yes,71-80,good,fair,Both,80.0,Good,71,80,75.5
Male,Urban,Under Graduate,21,5,Laptop,Poor,4,very_good,Yes,Yes,1,8,4,Yes,No,No,81-90,good,very_bad,Practical,70.0,Bad,81,90,85.5
Female,Urban,Under Graduate,21,5,Mobile,Middle Class,4,good,No,No,4,10,3,No,Yes,yes,81-90,good,good,Practical,80.0,Average,81,90,85.5
Male,Urban,Under Graduate,18,6,Laptop,Middle Class,4,very_good,Yes,No,8,8,1,No,Yes,No,81-90,bad,fair,Both,80.0,Average,81,90,85.5
Female,Urban,Under Graduate,19,11,Mobile,Middle Class,4,very_good,No,No,3,10,8,Yes,No,No,81-90,very_bad,bad,Both,100.0,Good,81,90,85.5
Male,Rural,Under Graduate,19,11,Laptop,Middle Class,4,bad,Yes,No,1,6,1,Yes,No,yes,61-70,bad,very_bad,Practical,60.0,Average,61,70,65.5
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,good,Yes,No,4,6,1,No,No,No,91-100,good,fair,Both,70.0,Average,91,100,95.5
Male,Rural,Under Graduate,18,10,Laptop,Middle Class,4,good,Yes,Yes,8,8,3,Yes,Yes,No,81-90,good,good,Both,90.0,Good,81,90,85.5
Male,Urban,Under Graduate,21,12,Laptop,Middle Class,9,very_good,No,Yes,3,8,2,No,Yes,yes,61-70,very_good,very_good,Both,100.0,Good,61,70,65.5
Male,Rural,Under Graduate,19,9,Laptop,Middle Class,2,fair,No,Yes,2,7,1,Yes,No,No,71-80,very_good,good,Both,100.0,Good,71,80,75.5
Male,Urban,Under Graduate,19,18,Laptop,Poor,4,very_good,No,Yes,10,8,1,Yes,Yes,yes,71-80,very_good,very_good,Both,90.0,Good,71,80,75.5
Male,Urban,Under Graduate,19,6,Laptop,Middle Class,4,good,No,Yes,7,6,1,Yes,Yes,No,71-80,bad,fair,Both,70.0,Average,71,80,75.5
Male,Urban,Under Graduate,20,5,Laptop,Middle Class,4,very_good,No,Yes,6,6,1,Yes,Yes,yes,71-80,bad,bad,Both,60.0,Bad,71,80,75.5
Male,Urban,Under Graduate,19,5,Mobile,Middle Class,4,fair,Yes,Yes,3,9,1,Yes,No,yes,71-80,very_bad,bad,Both,70.0,Average,71,80,75.5
Male,Rural,Under Graduate,20,8,Mobile,Middle Class,4,good,Yes,Yes,4,8,3,Yes,No,No,81-90,bad,bad,Practical,100.0,Bad,81,90,85.5
Male,Urban,Under Graduate,19,6,Mobile,Middle Class,4,fair,No,No,6,8,2,No,Yes,No,81-90,very_bad,very_bad,Both,20.0,Bad,81,90,85.5
Male,Rural,Under Graduate,20,8,Mobile,Middle Class,4,good,Yes,Yes,5,8,3,Yes,No,No,91-100,bad,fair,Practical,100.0,Bad,91,100,95.5
Female,Urban,Under Graduate,20,6,Laptop,Poor,6,good,Yes,No,4,7,1,Yes,No,yes,81-90,good,very_bad,Both,60.0,Bad,81,90,85.5
Male,Urban,Under Graduate,20,6,Mobile,Middle Class,4,very_good,Yes,No,5,8,4,Yes,Yes,No,71-80,fair,very_bad,Practical,20.0,Bad,71,80,75.5
Male,Rural,Under Graduate,22,6,Mobile,Middle Class,6,very_bad,Yes,No,1,7,2,No,No,No,71-80,bad,bad,Practical,30.0,Bad,71,80,75.5
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,6,fair,No,Yes,4,7,3,Yes,No,yes,81-90,bad,bad,Practical,50.0,Bad,81,90,85.5
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,bad,No,No,10,4,1,Yes,No,No,71-80,very_bad,very_bad,Both,30.0,Bad,71,80,75.5
Female,Urban,Under Graduate,19,6,Laptop,Middle Class,4,fair,Yes,No,4,8,4,No,No,No,81-90,very_bad,very_bad,Theory,40.0,Average,81,90,85.5
Female,Rural,Under Graduate,22,6,Laptop,Middle Class,4,fair,No,No,4,10,5,No,Yes,No,81-90,good,fair,Both,80.0,Average,81,90,85.5
Female,Urban,Under Graduate,22,6,Laptop,Middle Class,4,good,No,No,5,5,3,No,No,No,71-80,bad,very_bad,Both,80.0,Average,71,80,75.5
Female,Urban,Under Graduate,19,6,Laptop,Middle Class,4,fair,No,No,1,10,10,Yes,No,No,31-40,very_bad,bad,Practical,20.0,Bad,31,40,35.5
Female,Urban,Under Graduate,21,6,Laptop,Middle Class,6,fair,No,No,4,6,2,No,No,No,81-90,very_bad,very_bad,Practical,60.0,Bad,81,90,85.5
Male,Urban,Under Graduate,19,5,Laptop,Middle Class,4,very_good,Yes,No,1,8,5,Yes,Yes,No,81-90,bad,very_bad,Practical,50.0,Bad,81,90,85.5
Female,Urban,Under Graduate,18,7,Laptop,Rich,6,very_good,Yes,Yes,4,6,7,Yes,Yes,yes,81-90,good,very_good,Practical,100.0,Good,81,90,85.5
Male,Urban,Under Graduate,18,1,Laptop,Middle Class,4,good,No,Yes,6,8,1,Yes,Yes,No,91-100,very_bad,very_bad,Both,60.0,Average,91,100,95.5
Male,Urban,Under Graduate,19,11,Laptop,Middle Class,4,fair,No,Yes,7,7,5,Yes,No,yes,81-90,very_bad,very_bad,Both,90.0,Bad,81,90,85.5
Male,Rural,Under Graduate,19,18,Laptop,Middle Class,5,very_good,No,Yes,4,7,2,Yes,No,yes,91-100,bad,bad,Practical,80.0,Average,91,100,95.5
Male,Rural,Under Graduate,18,11,Mobile,Middle Class,4,fair,No,Yes,3,8,5,Yes,Yes,No,81-90,fair,fair,Practical,60.0,Average,81,90,85.5
Male,Rural,Under Graduate,19,6,Laptop,Middle Class,4,fair,Yes,Yes,4,7,4,No,Yes,No,91-100,very_bad,very_bad,Both,20.0,Bad,91,100,95.5
Female,Urban,Under Graduate,20,7,Laptop,Rich,5,very_good,Yes,No,4,7,3,No,Yes,yes,91-100,very_good,very_good,Theory,90.0,Average,91,100,95.5
Female,Urban,Under Graduate,20,6,Laptop,Middle Class,4,fair,No,No,2,10,2,No,No,No,91-100,bad,very_bad,Practical,40.0,Bad,91,100,95.5
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,very_bad,Yes,Yes,4,7,1,Yes,Yes,yes,91-100,very_bad,very_bad,Practical,20.0,Bad,91,100,95.5
Male,Rural,Under Graduate,21,5,Laptop,Poor,5,fair,Yes,No,3,8,2,Yes,Yes,yes,91-100,bad,bad,Practical,50.0,Average,91,100,95.5
Male,Urban,Under Graduate,20,10,Laptop,Middle Class,4,good,No,No,1,8,2,Yes,Yes,yes,81-90,fair,fair,Both,90.0,Good,81,90,85.5
Female,Urban,Under Graduate,18,5,Laptop,Middle Class,5,good,Yes,Yes,5,6,2,No,Yes,No,81-90,good,fair,Practical,90.0,Average,81,90,85.5
Female,Urban,Under Graduate,20,6,Laptop,Rich,4,fair,Yes,Yes,2,9,3,Yes,Yes,No,71-80,fair,bad,Practical,70.0,Average,71,80,75.5
Female,Urban,Under Graduate,20,6,Laptop,Middle Class,4,very_good,No,No,2,10,4,Yes,Yes,No,91-100,bad,very_bad,Practical,80.0,Bad,91,100,95.5
Female,Urban,Post Graduate,30,2,Laptop,Middle Class,8,very_good,Yes,Yes,4,6,2,Yes,Yes,yes,71-80,fair,fair,Practical,70.0,Average,71,80,75.5
Male,Rural,Under Graduate,21,7,Mobile,Middle Class,4,fair,Yes,No,7,8,1,No,Yes,No,61-70,fair,fair,Practical,60.0,Good,61,70,65.5
Male,Rural,Under Graduate,19,12,Mobile,Middle Class,4,good,No,Yes,3,6,1,Yes,No,No,81-90,good,good,Practical,80.0,Average,81,90,85.5
Male,Rural,Under Graduate,21,6,Mobile,Middle Class,5,fair,No,Yes,5,8,6,Yes,Yes,No,71-80,fair,bad,Theory,70.0,Good,71,80,75.5
Female,Urban,Under Graduate,20,7,Mobile,Middle Class,5,good,No,Yes,2,5,1,No,No,No,81-90,fair,very_bad,Both,30.0,Bad,81,90,85.5
Male,Rural,Under Graduate,21,7,Laptop,Rich,5,very_good,No,Yes,6,8,1,No,Yes,yes,71-80,very_good,very_good,Both,100.0,Good,71,80,75.5
Male,Rural,Under Graduate,20,7,Laptop,Middle Class,4,very_good,Yes,Yes,4,8,2,No,Yes,No,51-60,very_good,very_good,Theory,90.0,Good,51,60,55.5
Male,Urban,Under Graduate,20,5,Laptop,Middle Class,4,good,No,Yes,5,6,2,Yes,Yes,No,61-70,fair,bad,Practical,80.0,Average,61,70,65.5
Male,Rural,Under Graduate,20,6,Laptop,Middle Class,4,good,Yes,No,3,7,4,Yes,Yes,yes,71-80,good,fair,Practical,80.0,Average,71,80,75.5
Female,Urban,Under Graduate,19,7,Mobile,Middle Class,4,good,No,No,6,7,4,No,Yes,yes,81-90,bad,fair,Theory,60.0,Average,81,90,85.5
Male,Urban,Under Graduate,17,5,Laptop,Middle Class,5,good,Yes,No,5,6,1,No,No,yes,81-90,fair,fair,Practical,70.0,Average,81,90,85.5
